Gene	PMCC	TS500	MSKCC_IMPACT.curated	MSKCC_HEME	FoundationOne	FoundationHeme	TEMPUS	CancerGeneCensus_Tier1	OncoKB-Annotated	CancerGeneCensus_Tier2	az300	familial_cancer	TSGene2-tumour-suppressors	TSGene2-oncogenes
PICALM	0	0	0	0	0	1	0	0	0	1	0	0	0	1
PIGA	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PIK3C2B	1	1	0	0	1	0	1	0	0	0	1	0	0	0
PIK3C2G	0	1	1	1	0	0	0	0	1	0	1	0	0	0
PIK3C3	0	1	1	1	0	0	0	0	1	0	1	0	0	0
PIK3CA	1	1	1	1	1	1	1	0	1	1	1	0	0	1
PIK3CB	1	1	1	0	1	0	1	0	1	1	1	0	0	0
PIK3CD	0	1	1	0	0	0	1	0	1	0	1	0	0	0
PIK3CG	1	1	1	1	1	1	1	0	1	0	1	0	0	0
PIK3R1	1	1	1	1	1	1	1	0	1	1	1	0	0	0
PIK3R2	1	1	1	1	1	1	1	0	1	0	1	0	0	0
PIK3R3	0	1	1	0	0	0	0	0	1	0	0	0	0	0
PIM1	0	1	1	1	0	1	1	0	1	1	1	0	0	1
PIM2	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PIM3	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PIN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PINX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PIWIL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PKD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PKNOX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G16	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G2A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2R1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLAG1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
PLAGL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCB3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLCG1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PLCG2	1	1	1	1	1	1	1	0	1	0	0	0	0	0
PLD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLEKHO1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLK1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PLK2	0	1	1	0	0	0	0	0	1	0	0	0	1	0
PLK5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLXNC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PMAIP1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
PML	0	0	0	0	0	1	1	0	0	1	0	0	1	1
PMS1	0	1	1	0	0	0	1	1	1	0	1	1	0	0
PMS2	1	1	1	1	1	0	1	0	1	1	1	1	0	0
PNN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PNP	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC1	0	1	1	1	0	0	0	0	1	0	0	0	0	0
POLA1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
POLD1	1	1	1	0	1	0	1	0	1	1	1	1	0	0
POLE	1	1	1	0	1	0	1	0	1	1	1	1	0	0
POLG	0	0	0	0	0	0	0	1	0	0	0	0	0	0
POLH	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POLQ	0	0	0	0	0	0	0	0	0	1	1	0	0	0
POT1	0	0	0	1	0	1	1	0	0	1	0	0	0	0
POU2AF1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
POU2F2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POU2F3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
POU5F1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
POU6F2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPARA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPARG	0	1	1	0	0	0	0	0	1	1	0	0	1	0
PPFIBP1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PPM1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPM1D	0	1	1	0	0	0	0	0	1	1	0	0	0	0
PPM1L	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP1CA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP1CB	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PPP1R15A	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PPP1R1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2CA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2CB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R1A	1	1	1	1	1	1	1	0	1	1	1	0	0	1
PPP2R1B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R2A	0	1	0	0	0	0	1	0	0	0	1	0	0	0
PPP2R2C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP2R5C	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP3CC	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PPP4R2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PPP6C	1	1	1	0	0	0	1	0	1	1	0	0	0	0
PRCC	0	0	0	0	0	0	1	0	0	1	0	0	0	1
PRDM1	0	1	1	1	1	1	1	0	1	1	0	0	1	0
PRDM11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRDM14	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PRDM16	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PRDM2	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PRDM4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRDM5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PREX2	1	1	1	0	1	0	1	0	1	1	0	0	0	0
PRF1	0	0	0	0	0	0	0	0	0	1	0	1	0	0
PRICKLE1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRKAA1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PRKAA2	0	0	0	0	0	0	0	0	0	0	1	0	1	0
PRKAB1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRKACA	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PRKAR1A	1	1	1	1	1	1	1	0	1	1	0	1	1	0
PRKCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRKCB	0	0	0	0	0	0	0	1	0	0	0	0	1	0
PRKCD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRKCE	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRKCI	1	1	1	0	1	0	0	0	1	0	0	0	0	1
PRKD1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PRKDC	1	1	0	0	1	1	0	0	0	0	0	0	0	0
PRKN	1	1	1	0	1	0	1	0	1	0	0	0	1	0
PRODH	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PROX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRPF40B	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PRR5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PRRX1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PRSS1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
PRSS2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRSS8	1	1	0	0	1	1	0	0	0	0	0	0	0	0
PRX	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PSIP1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
PTCH1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
PTCH2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
PTCSC3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTEN	1	1	1	1	1	1	1	0	1	1	1	1	1	0
PTENP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTGDR	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTGS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PTK6	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PTK7	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTP4A1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
PTPA	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPN1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PTPN11	1	1	1	1	1	1	1	0	1	1	1	0	1	1
PTPN12	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPN13	0	0	0	0	0	0	1	0	0	1	0	0	1	0
PTPN2	0	0	0	1	0	1	0	0	0	0	0	0	1	0
PTPN22	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PTPN23	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPN6	0	0	0	0	0	1	0	1	0	0	1	0	1	0
PTPRB	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PTPRC	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PTPRD	0	1	1	0	0	0	1	1	1	0	0	0	1	0
PTPRJ	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PTPRK	0	0	0	0	0	0	0	0	0	1	0	0	1	0
PTPRO	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PTPRS	0	1	1	0	0	0	0	0	1	0	0	0	0	0
PTPRT	0	1	1	0	0	0	0	0	1	1	0	0	1	0
PTTG1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTTG2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PWAR4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PWWP2A	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PYCARD	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PYHIN1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
QKI	1	1	0	0	1	0	1	0	0	1	0	0	0	0
RAB25	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAB35	1	1	1	0	0	0	0	0	1	0	0	0	0	0
RAB7A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAB8A	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RABEP1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RAC1	1	1	1	0	1	0	1	0	1	1	1	0	0	0
RAC2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RACK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD17	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RAD21	0	1	1	1	0	1	1	0	1	1	1	0	0	0
RAD23B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAD50	1	1	1	1	1	1	1	0	1	0	0	1	0	0
RAD51	1	1	1	1	1	1	1	0	1	0	0	0	0	0
RAD51B	0	1	1	1	0	0	1	0	1	1	1	0	0	0
RAD51C	0	1	1	1	0	0	1	0	1	0	1	1	1	0
RAD51D	0	1	1	1	0	0	1	0	1	0	1	1	0	0
RAD52	0	1	1	1	0	0	0	0	1	0	0	0	0	0
RAD54L	0	1	1	1	0	0	1	0	1	0	0	1	0	0
RAF1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
RALGDS	0	0	0	0	0	1	0	1	0	0	0	0	0	0
RANBP2	1	1	0	0	1	0	1	0	0	1	0	0	0	0
RANBP9	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAP1A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAP1GAP	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RAP1GDS1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RARA	1	1	1	1	1	1	1	0	1	1	0	0	0	1
RARB	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RARRES3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASA1	0	1	1	0	0	0	1	0	1	0	1	0	0	1
RASA2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RASAL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASAL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASGEF1A	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RASL10A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASL10B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASL11A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
RASSF10	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RASSF8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RB1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
RB1CC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBBP7	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBBP8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM10	1	1	1	0	1	0	1	0	1	1	1	0	0	0
RBM14	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM15	0	0	0	0	0	1	0	0	0	1	0	0	0	1
RBM38	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBM6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBMS3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBMX	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RCHY1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RECK	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RECQL	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RECQL4	0	1	1	0	0	0	1	0	1	1	0	1	0	0
REEP5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
REL	0	1	1	1	0	0	0	0	1	1	0	0	0	1
RELN	0	0	0	0	0	1	0	0	0	0	1	0	0	0
RET	1	1	1	1	1	1	1	0	1	1	1	1	0	1
RFWD3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RGPD3	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RGS7	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RHBDF2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RHEB	1	1	1	0	0	0	0	0	1	0	1	0	0	0
RHNO1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RHOA	0	1	1	1	0	1	1	0	1	1	1	0	1	1
RHOB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RHOBTB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RHOH	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RICTOR	1	1	1	1	1	1	1	0	1	0	1	0	0	0
RINT1	0	0	0	0	0	0	1	0	0	0	0	0	1	0
RIT1	0	1	1	0	0	0	1	0	1	0	1	0	0	0
RITA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RMI2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNASEL	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNASET2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RND3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF111	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF139	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RNF144A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF169	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF180	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNF213	0	0	0	0	0	1	0	0	0	1	0	0	0	1
RNF217-AS1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
RNF43	1	1	1	1	1	1	1	0	1	1	0	0	0	0
RNF8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RNH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ROBO1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ROBO2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ROR2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ROS1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
RPA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL10	0	0	0	0	0	0	0	0	0	1	0	0	1	0
RPL11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL22	0	0	0	0	0	1	0	0	0	1	1	0	0	0
RPL5	0	0	0	0	0	0	1	0	0	1	1	0	1	0
RPN1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
RPRM	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPS15	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RPS27	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
RPS6KA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPS6KA4	0	1	1	0	0	0	0	0	1	0	0	0	0	0
RPS6KA6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPS6KB1	0	1	0	0	0	0	1	0	0	0	1	0	0	0
RPS6KB2	0	1	1	0	0	0	0	0	1	0	1	0	0	0
RPTOR	1	1	1	1	1	1	1	0	1	0	1	0	0	0
RRAGC	0	0	1	1	0	0	0	0	1	0	0	0	0	0
RRAS	0	0	1	0	0	0	0	0	1	0	0	0	0	0
RRAS2	0	0	1	0	0	0	0	0	1	0	0	0	0	1
RRM1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RSF1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RSPO2	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RSPO3	1	0	0	0	0	0	0	0	0	1	0	0	0	0
RTEL1	0	0	1	1	0	0	0	0	1	0	0	1	0	0
RTN4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RTN4IP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RUNDC2A	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RUNX1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
RUNX1T1	1	1	0	1	1	1	1	0	0	1	0	0	0	1
RUNX2	0	0	0	0	0	1	0	0	0	0	0	0	1	0
RUNX3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RXRA	0	0	1	0	0	0	1	0	1	0	0	0	0	0
RXRB	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RYBP	0	1	1	0	0	0	0	0	1	0	0	0	0	0
S100A11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S100A2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S100A7	0	0	0	0	0	0	0	1	0	0	0	0	0	0
S1PR2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SAA1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAFB2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SALL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SALL4	0	0	0	0	0	0	0	0	0	1	0	0	1	1
SAMD9L	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SAMHD1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SASH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SBDS	0	0	0	0	0	0	0	0	0	1	0	1	0	0
SCG5	0	0	0	0	0	0	1	0	0	0	0	1	0	0
SCGB3A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCRIB	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCUBE2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SCYL1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SDC4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SDHA	1	1	1	1	1	1	1	0	1	1	0	1	1	0
SDHAF2	0	1	1	0	0	0	1	0	1	1	0	1	0	0
SDHB	1	1	1	1	1	1	1	0	1	1	0	1	1	0
SDHC	1	1	1	1	1	1	1	0	1	1	0	1	0	0
SDHD	1	1	1	1	1	1	1	0	1	1	0	1	1	0
SEC14L2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEC23B	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEC31A	0	0	0	0	0	1	0	0	0	0	0	0	0	1
SELENBP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA3B	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEMA3C	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SEMA3F	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEPT4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SEPT5	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SEPT6	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SEPT9	0	0	0	0	0	1	0	1	0	0	0	0	0	0
SERP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SERPINB3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINB5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SERPINI2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SESN1	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SESN2	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SESN3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SET	0	0	0	0	0	1	0	0	0	1	0	0	0	1
SETBP1	0	1	0	1	0	1	1	0	0	1	1	0	0	1
SETD1A	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SETD1B	0	0	0	1	0	0	0	1	1	0	0	0	0	0
SETD2	1	1	1	1	1	1	1	0	1	1	1	0	1	0
SETD3	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SETD4	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SETD5	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SETD6	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SETD7	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SETDB1	0	0	0	1	0	0	0	1	1	0	0	0	0	0
SETDB2	0	0	0	1	0	0	0	0	1	0	0	0	0	0
SF3B1	1	1	1	1	1	1	1	0	1	1	1	0	0	1
SFN	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SFPQ	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SFRP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SFRP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SFRP4	0	0	0	0	0	0	0	0	0	1	0	0	1	0
SFRP5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SGK1	0	0	0	1	0	1	1	1	0	0	1	0	0	0
SGK2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SGK3	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SGMS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SH2B3	0	1	1	1	0	0	1	0	1	1	0	0	1	0
SH2D1A	0	1	1	0	0	0	0	0	1	0	0	0	0	0
SH3GL1	0	0	0	0	0	1	0	0	0	1	0	0	0	1
SH3GLB1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHH	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHOC2	0	0	1	0	0	0	0	0	1	0	1	0	0	0
SHPRH	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SHQ1	0	1	1	0	0	0	0	0	1	0	0	0	1	0
SIAH1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIK1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIN3A	0	0	0	0	0	0	0	0	0	0	1	0	0	0
SIRPA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SIRT1	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SIRT2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIRT3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIRT4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIRT6	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SIX1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SIX2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
SKI	0	0	0	0	0	0	0	1	0	0	0	0	0	1
SKIL	0	0	0	0	0	0	0	0	0	0	0	0	1	1
SKP2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC1A2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SLC26A3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC34A2	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SLC39A1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC39A4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC45A3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SLC47A2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC49A4	0	0	0	0	0	0	1	0	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLC9A3R1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SLIT2	1	1	0	0	1	0	1	0	0	0	0	0	1	0
SLX4	0	1	1	0	0	0	1	0	1	0	0	1	1	0
SMAD2	1	1	1	1	1	1	1	0	1	1	1	0	1	0
SMAD3	1	1	1	0	1	0	1	0	1	1	0	0	0	0
SMAD4	1	1	1	1	1	1	1	0	1	1	1	1	1	0
SMARCA1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
SMARCA2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMARCA4	1	1	1	1	1	1	1	0	1	1	1	0	1	0
SMARCB1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
SMARCC1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMARCD1	0	1	1	1	0	0	0	0	1	1	0	0	0	0
SMARCE1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SMC1A	0	1	0	1	0	1	1	1	0	0	1	0	0	0
SMC3	0	1	0	1	0	1	1	0	0	0	1	0	0	0
SMCHD1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SMG1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
SMO	1	1	1	1	1	1	1	0	1	1	1	0	0	1
SMYD3	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SMYD4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNCAIP	1	1	0	0	1	0	0	0	0	0	0	0	0	0
SND1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SNORD50A	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SNX29	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SNX31	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SOCS1	1	1	1	1	1	1	1	0	1	1	0	0	1	0
SOCS2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
SOCS3	0	0	0	0	0	1	0	0	0	0	0	0	1	0
SOD2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
SOS1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
SOX1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX10	1	1	0	0	1	1	1	0	0	0	0	0	0	0
SOX11	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX15	0	0	0	0	0	0	0	0	0	0	0	0	1	0
SOX17	0	1	1	0	0	0	0	0	1	0	1	0	0	0
